Record_ID,Timestamp,Latitude,Longitude,Road_ID,Vehicle_Count,Avg_Speed(km/h),Vehicle_Type,Traffic_Density,Weather,Visibility(m),Road_Condition,Accident_Occurred,Accident_Severity,Alert_Generated,temperature,humidity
4868,04-10-2022 05:11,36.56514944,91.26001064,RD-493,296,70,Bus,High,Snow,3545,Slippery,No,-,No,24.46,51.98
4869,04-02-2023 20:17,14.58928065,94.41333033,RD-354,46,26,Truck,Low,Storm,3386,Under Maintenance,No,-,No,37.89,66.09
4870,01-08-2018 11:02,29.83197039,74.57059366,RD-41,193,32,Bus,Medium,Clear,2506,Slippery,No,-,No,44.43,66.38
4871,19-07-2019 07:50,14.99428024,91.00841614,RD-73,127,100,Bike,Very High,Clear,7503,Under Maintenance,No,-,Yes,31.46,51.9
4872,22-06-2022 18:21,19.55556128,71.14810017,RD-374,486,107,Mixed,Very High,Clear,3290,Dry,No,-,No,23.97,84.27
4873,02-10-2019 06:26,33.5404233,80.34671118,RD-375,177,93,Car,Low,Fog,8141,Under Maintenance,No,-,No,25.9,60.19
4874,15-05-2022 09:52,8.824729296,95.22287033,RD-270,149,5,Bike,High,Rain,2807,Wet,No,-,No,27.12,57.89
4875,09-08-2021 04:55,16.90981962,95.40895808,RD-440,258,48,Truck,Medium,Clear,3493,Dry,No,-,No,29,89.85
4876,25-07-2023 22:18,22.12858854,76.60378386,RD-385,64,27,Truck,Low,Fog,2431,Under Maintenance,Yes,Minor,No,39.28,59.61
4877,01-06-2022 10:07,26.1393474,73.59448879,RD-399,234,9,Car,Medium,Rain,2573,Slippery,Yes,-,No,38.03,40.7
4878,19-05-2019 22:48,8.819007994,72.33510474,RD-144,194,116,Mixed,Medium,Rain,6660,Under Maintenance,No,-,No,40.88,60.78
4879,30-08-2023 01:31,19.90945803,81.94538235,RD-239,376,103,Bike,Low,Clear,7543,Wet,No,-,Yes,30.88,78.84
4880,03-08-2022 19:10,17.98432828,70.67022796,RD-265,182,79,Truck,Very High,Rain,5489,Slippery,No,-,No,44.72,76.61
4881,09-03-2020 03:02,8.779131456,78.34873852,RD-41,34,19,Truck,Medium,Fog,3260,Wet,No,-,No,26.12,77.31
4882,14-03-2022 05:36,18.30566361,68.49332238,RD-268,179,73,Mixed,Medium,Clear,1775,Slippery,No,-,No,34.07,72.48
4883,21-08-2020 06:16,35.01896038,75.52254522,RD-456,155,106,Truck,Medium,Snow,1970,Dry,No,-,No,44.03,45.25
4884,12-05-2019 21:21,15.96422484,94.10803015,RD-313,167,8,Truck,Low,Snow,8668,Wet,No,-,Yes,25.4,81.73
4885,07-11-2020 09:02,24.98214763,80.96237341,RD-46,283,48,Bus,Low,Snow,5618,Under Maintenance,No,-,Yes,23.3,83.61
4886,13-10-2018 14:29,16.64477551,70.13861793,RD-126,144,78,Car,Very High,Fog,2709,Slippery,No,-,No,46.51,41.65
4887,03-09-2023 15:19,11.0933175,86.75826685,RD-242,88,77,Bus,Medium,Fog,6657,Slippery,No,-,No,30.29,37.83
4888,19-06-2022 08:08,16.40198092,95.71337326,RD-323,295,37,Truck,Low,Rain,6291,Slippery,No,-,No,40.52,88.54
4889,20-11-2022 21:52,21.65201503,81.43882112,RD-380,398,64,Mixed,Medium,Fog,7894,Dry,No,-,No,20.76,82.1
4890,05-04-2018 20:53,16.59004354,86.10434795,RD-340,206,110,Car,Very High,Clear,2948,Dry,No,-,No,40.7,83.59
4891,25-05-2019 00:52,26.10091031,94.6631222,RD-492,426,74,Bike,High,Storm,4925,Slippery,No,-,No,29.48,83.18
4892,25-07-2018 03:18,35.52357294,80.15388329,RD-343,15,50,Bike,High,Snow,8490,Under Maintenance,No,-,No,21.67,62.5
4893,14-08-2022 18:13,10.00887536,87.27301737,RD-40,313,31,Mixed,High,Rain,4458,Slippery,Yes,-,Yes,38.29,68.78
4894,27-01-2020 18:50,28.79312646,80.78042395,RD-351,369,111,Bike,Very High,Rain,7025,Dry,No,-,No,27.22,62.72
4895,06-12-2020 02:03,8.036435806,95.90179832,RD-325,397,32,Bus,Low,Snow,241,Dry,No,-,Yes,31.6,33.07
4896,16-10-2023 08:46,8.029623472,82.61024562,RD-277,150,50,Truck,Medium,Snow,4347,Wet,No,-,No,22.42,74.73
4897,27-10-2021 23:42,11.85466129,93.68393395,RD-409,115,111,Bike,Low,Clear,5932,Under Maintenance,No,-,No,24.41,60.32
4898,16-05-2022 20:01,21.91798462,82.70875645,RD-297,291,38,Bus,High,Rain,1763,Under Maintenance,No,-,Yes,28.94,68.86
4899,20-10-2020 21:50,9.392117013,87.3831964,RD-160,442,33,Car,High,Snow,8624,Slippery,No,-,No,22.69,60.16
4900,26-04-2022 07:16,28.94240127,79.19810313,RD-314,29,100,Mixed,Medium,Fog,2249,Under Maintenance,No,-,No,47.32,59.51
4901,14-11-2019 13:13,8.849164809,94.60909694,RD-28,169,59,Car,Medium,Rain,2633,Dry,No,-,Yes,20.18,40.31
4902,09-01-2019 15:42,22.36752147,86.76132226,RD-463,233,61,Car,Very High,Fog,1717,Under Maintenance,No,-,No,34.52,46.72
4903,18-08-2023 09:39,27.60686049,68.57745757,RD-176,123,26,Bus,Medium,Snow,4376,Slippery,Yes,Minor,No,23.7,39.53
4904,07-02-2018 00:25,14.88896757,68.45359403,RD-274,494,19,Bike,Low,Clear,7855,Wet,Yes,Fatal,No,29.23,41.74
4905,13-04-2019 13:38,24.79964598,87.60914803,RD-399,117,31,Bus,Low,Rain,660,Wet,No,-,No,47.78,88.38
4906,02-12-2018 11:35,15.59166103,71.31379701,RD-6,259,78,Bike,Medium,Rain,8301,Slippery,No,-,No,24.85,39.19
4907,22-07-2019 22:53,14.20882056,88.76876797,RD-241,458,93,Truck,Low,Snow,384,Dry,No,-,Yes,48.97,46.16
4908,29-11-2019 19:52,31.73329302,77.33848661,RD-233,482,64,Mixed,Low,Fog,610,Wet,Yes,Fatal,No,26.17,65.44
4909,21-08-2021 01:21,17.6544869,83.62867066,RD-263,482,79,Truck,High,Storm,4028,Slippery,No,-,No,42.25,66.61
4910,10-04-2019 14:31,31.60540744,73.05758804,RD-464,190,76,Bike,High,Snow,9017,Dry,No,-,No,36.4,39.24
4911,07-07-2023 06:38,14.29037294,75.14043215,RD-241,74,25,Bike,Medium,Fog,8188,Under Maintenance,No,-,No,46.53,77.62
4912,14-07-2023 05:32,18.32010155,80.67061479,RD-294,140,76,Car,Medium,Fog,7278,Slippery,No,-,No,36.62,77.11
4913,15-07-2019 21:22,10.9771056,87.29884974,RD-376,368,41,Bike,Medium,Storm,2668,Slippery,No,-,No,36.04,44.24
4914,07-01-2019 14:43,22.39851126,72.51621746,RD-170,414,28,Car,High,Rain,2472,Dry,No,-,No,25.86,47.32
4915,17-12-2023 06:21,19.06623448,76.15721094,RD-216,308,114,Car,Low,Clear,2176,Slippery,No,-,No,24.99,86.28
4916,02-07-2020 12:37,8.17274197,74.00190965,RD-181,290,52,Mixed,Very High,Storm,7321,Under Maintenance,No,-,No,47.49,79.54
4917,03-11-2023 05:44,21.4807987,93.01755495,RD-492,350,27,Bike,Low,Snow,1252,Slippery,No,-,No,29.84,71.87
4918,06-10-2023 10:35,10.15802446,86.79218831,RD-409,376,92,Truck,Very High,Fog,7845,Under Maintenance,No,-,No,31.16,34.93
4919,20-07-2021 19:14,32.27172533,81.58637637,RD-151,460,17,Bus,High,Storm,9837,Dry,No,-,No,42.79,55.1
4920,30-04-2018 17:19,22.31710206,95.46134857,RD-149,497,107,Car,Very High,Fog,7960,Slippery,No,-,No,30.16,63.56
4921,06-12-2022 05:16,28.0114702,89.33896257,RD-86,230,63,Bus,Medium,Rain,6464,Dry,Yes,-,No,48.56,41.24
4922,08-02-2019 02:30,31.81294387,95.0345573,RD-19,428,9,Car,Medium,Fog,3703,Under Maintenance,Yes,Major,Yes,42.14,56.89
4923,02-06-2018 14:33,9.484159267,85.33019585,RD-356,95,19,Truck,Medium,Clear,9920,Dry,No,-,No,37.92,66.06
4924,11-06-2023 14:14,17.77873477,72.00365043,RD-473,160,28,Car,Medium,Snow,8512,Wet,Yes,Fatal,No,46.43,49.64
4925,25-06-2021 13:48,8.728416981,87.58738609,RD-306,278,79,Mixed,Low,Rain,980,Wet,No,-,No,21.49,76.86
4926,24-06-2022 00:41,9.439170993,73.84324366,RD-384,491,60,Car,Medium,Fog,3456,Slippery,No,-,No,27.71,80.43
4927,27-07-2022 15:10,9.097141086,78.03308916,RD-156,32,85,Bike,Very High,Clear,9164,Slippery,No,-,No,33.95,49.42
4928,16-05-2019 09:25,21.85928969,82.77892008,RD-373,72,12,Mixed,High,Clear,5790,Slippery,No,-,No,26.81,80.32
4929,29-09-2022 18:24,21.06966338,72.56361348,RD-402,108,110,Car,Medium,Snow,466,Dry,No,-,No,42.32,36.21
4930,02-08-2020 02:58,9.775972938,68.6026601,RD-289,92,92,Car,Low,Rain,6890,Under Maintenance,No,-,No,47.58,80.26
4931,06-02-2019 20:48,15.60868552,77.48549226,RD-134,24,106,Bus,Medium,Snow,6809,Dry,No,-,No,32.71,39.17
4932,25-06-2019 21:16,15.09024467,91.9051573,RD-32,126,95,Car,Medium,Snow,1222,Wet,No,-,No,30.26,34.98
4933,10-11-2022 00:27,16.60183889,68.44601888,RD-323,472,46,Mixed,Low,Clear,9724,Wet,No,-,No,48.85,68.51
4934,29-03-2021 10:41,26.58210956,71.17358406,RD-243,253,119,Car,High,Storm,7873,Slippery,No,-,No,33.35,58.32
4935,22-01-2023 01:21,28.21495089,91.39879085,RD-297,291,11,Bus,Low,Fog,3722,Dry,No,-,No,34.67,84.47
4936,25-01-2022 23:11,17.83307147,76.86969939,RD-87,368,28,Truck,Very High,Rain,6630,Under Maintenance,No,-,No,30.55,51.79
4937,09-02-2019 10:20,30.8586885,95.20819192,RD-294,460,31,Bus,Low,Storm,6742,Dry,No,-,No,47.29,47.23
4938,03-09-2021 11:38,20.1179451,79.02708015,RD-27,346,105,Bus,Very High,Snow,2474,Dry,No,-,Yes,37.07,60.04
4939,28-07-2018 06:24,23.14967803,91.10441394,RD-337,103,113,Car,Medium,Rain,4014,Wet,No,-,Yes,42.87,57.36
4940,09-11-2022 13:46,12.22093841,75.5049054,RD-150,70,7,Truck,Low,Snow,8653,Under Maintenance,No,-,No,44.35,50.67
4941,09-03-2020 11:56,14.75396788,69.79310591,RD-415,165,90,Mixed,Medium,Rain,5540,Wet,No,-,No,30.26,71.62
4942,24-05-2023 13:38,29.09910183,93.56508009,RD-378,299,52,Mixed,Low,Rain,5953,Dry,No,-,No,33.01,75.57
4943,14-07-2019 22:56,36.33422486,94.89159779,RD-320,153,106,Bike,Very High,Fog,2893,Under Maintenance,No,-,No,45.45,81.18
4944,23-07-2022 16:57,28.43495311,88.53489008,RD-14,436,26,Bus,Low,Clear,9237,Dry,No,-,Yes,30.9,88.37
4945,18-08-2023 11:28,9.571753189,90.33196688,RD-147,242,44,Bus,Very High,Fog,4284,Dry,No,-,No,43.82,46
4946,07-05-2022 11:36,12.14384924,68.20670098,RD-249,148,52,Bike,Medium,Fog,9275,Slippery,No,-,No,48.23,72.97
4947,19-07-2022 07:04,20.92757772,89.86088201,RD-43,161,53,Car,Low,Storm,602,Under Maintenance,No,-,Yes,38.7,53.66
4948,20-01-2018 16:15,29.24461302,81.69369522,RD-65,480,33,Mixed,Low,Fog,610,Dry,No,-,No,42.25,70.62
4949,09-05-2023 17:36,12.81204128,81.13092318,RD-259,418,78,Mixed,Medium,Rain,2169,Dry,No,-,No,44.15,58.56
4950,08-04-2020 22:59,29.77381296,83.66202769,RD-40,238,21,Bike,Low,Snow,3180,Wet,No,-,No,45.35,89.63
4951,19-09-2023 06:02,24.11923599,75.86509627,RD-436,86,110,Bike,Very High,Storm,9914,Dry,No,-,No,31.85,73.73
4952,03-01-2020 10:00,30.46175218,88.19236809,RD-402,412,11,Bike,Low,Rain,8305,Wet,No,-,No,21.54,87.15
4953,08-06-2018 14:12,24.17149081,76.57207729,RD-143,299,47,Truck,Medium,Snow,1839,Under Maintenance,No,-,Yes,32.06,80.1
4954,09-10-2022 10:54,25.47317216,84.1995925,RD-130,383,39,Bus,Low,Snow,2185,Wet,No,-,No,40.21,84.17
4955,05-12-2018 21:30,15.21366491,71.97088964,RD-68,331,44,Mixed,High,Storm,6772,Wet,No,-,No,33.51,78.87
4956,05-04-2022 23:08,28.88550237,87.57719342,RD-316,209,71,Car,Low,Fog,469,Dry,Yes,-,No,42.47,57.55
4957,29-06-2022 19:54,32.47641668,73.49877017,RD-144,142,81,Truck,Low,Storm,9471,Under Maintenance,Yes,Major,No,30.71,45.11
4958,22-06-2023 07:25,33.26743343,72.94200559,RD-141,84,10,Bus,Low,Storm,5457,Slippery,No,-,No,39.04,52.22
4959,11-12-2018 00:19,8.854138526,68.70421171,RD-440,331,85,Truck,Medium,Storm,6509,Slippery,No,-,No,25.59,31.21
4960,21-03-2023 22:12,26.11333623,71.5317875,RD-132,367,6,Bus,Medium,Snow,1379,Under Maintenance,No,-,No,42.48,61.44
4961,13-09-2019 12:59,36.69661169,74.74453711,RD-8,191,43,Bike,Very High,Fog,8628,Dry,No,-,No,36.37,60.3
4962,16-06-2020 00:15,25.02055404,74.44697146,RD-380,263,106,Car,High,Clear,6598,Under Maintenance,No,-,Yes,26.12,61.52
4963,30-06-2019 09:46,12.96680122,77.50247145,RD-58,489,37,Bike,Medium,Snow,9286,Wet,Yes,Fatal,No,28.76,88.44
4964,04-08-2019 07:02,33.45063463,69.57807612,RD-310,289,110,Mixed,High,Storm,4982,Wet,No,-,Yes,42.46,84.69
4965,27-11-2019 12:42,15.66488603,95.12074254,RD-90,85,27,Mixed,Low,Snow,8844,Slippery,No,-,Yes,34.48,39.7
4966,07-04-2020 17:27,9.305390327,71.4561005,RD-466,239,37,Mixed,Low,Rain,7642,Under Maintenance,No,-,No,26.48,52.13
4967,15-11-2022 07:08,20.48502107,88.35695249,RD-303,345,93,Mixed,Low,Fog,8617,Dry,No,-,No,49.02,55.44
4968,29-03-2021 18:56,10.90790811,83.51712193,RD-379,188,82,Truck,Low,Clear,8112,Wet,No,-,Yes,41.45,51.63
4969,28-04-2023 14:35,11.34202632,84.03087534,RD-78,161,103,Car,High,Fog,1134,Dry,No,-,No,48.71,77.91
4970,05-07-2018 00:51,21.43538528,71.05998794,RD-338,443,34,Car,Very High,Rain,582,Dry,No,-,Yes,32.81,61.44
4971,20-03-2023 12:43,25.76781895,75.05323332,RD-229,370,13,Mixed,High,Clear,6752,Under Maintenance,No,-,Yes,34.25,64.33
4972,29-02-2020 23:51,34.25636979,90.61655754,RD-190,447,98,Bus,Low,Snow,3066,Slippery,No,-,Yes,46.94,81.18
4973,29-04-2019 15:38,28.45233509,81.44690729,RD-414,282,75,Bike,Very High,Clear,8584,Wet,No,-,No,35.75,78.36
4974,26-12-2021 22:20,32.4354914,81.2549667,RD-90,489,66,Mixed,Very High,Storm,825,Dry,No,-,Yes,41.22,37.93
4975,05-02-2022 03:07,19.94174802,83.83144208,RD-134,477,76,Bus,Low,Rain,7789,Slippery,No,-,No,27.57,72.83
4976,04-04-2023 04:13,17.23915916,80.58037077,RD-401,428,75,Car,Very High,Storm,8329,Wet,No,-,No,33.4,56.13
4977,28-07-2019 06:55,25.19236774,91.377942,RD-359,39,110,Bike,Medium,Rain,3376,Wet,No,-,No,23.7,47.68
4978,30-01-2019 16:59,28.16948746,89.71245074,RD-121,184,95,Car,Low,Snow,5681,Slippery,No,-,Yes,26.18,33
4979,17-01-2021 07:36,24.4792629,77.19312229,RD-249,307,29,Car,Very High,Snow,8101,Slippery,No,-,No,20.03,59.23
4980,07-09-2020 05:11,15.67111694,91.55035228,RD-93,287,51,Truck,High,Storm,9579,Wet,No,-,No,21.18,51.33
4981,09-01-2023 15:59,18.72199279,83.03958647,RD-410,40,55,Bike,Very High,Rain,1915,Slippery,No,-,No,49.32,45.09
4982,23-05-2022 04:51,21.00083648,86.20436816,RD-271,60,92,Truck,High,Rain,2005,Under Maintenance,No,-,No,27.27,71.68
4983,15-07-2021 07:11,8.410405219,93.11909912,RD-442,174,32,Mixed,Medium,Snow,2008,Dry,No,-,No,39.9,76.17
4984,02-08-2020 07:37,33.51532478,81.80380423,RD-17,481,102,Bike,Low,Fog,2787,Slippery,No,-,Yes,45.17,44.69
4985,27-12-2022 17:49,22.83089492,89.93155051,RD-176,353,78,Bus,Very High,Storm,2125,Dry,No,-,No,36.52,32.97
4986,26-01-2023 03:26,29.77986847,86.21453341,RD-44,406,40,Car,Medium,Storm,7506,Under Maintenance,No,-,No,24.59,80.93
4987,13-02-2020 11:09,12.98542764,80.3756033,RD-496,98,83,Car,High,Rain,7183,Dry,No,-,No,41.84,30.6
4988,24-05-2023 17:13,24.14266705,90.88240262,RD-75,133,65,Truck,Medium,Clear,3707,Under Maintenance,No,-,No,38.01,86.23
4989,18-11-2021 12:59,34.85780397,71.04961442,RD-305,168,106,Truck,Medium,Snow,6110,Slippery,No,-,No,41.94,67.66
4990,17-07-2023 22:57,14.21402678,84.8553863,RD-479,109,71,Truck,High,Snow,1692,Under Maintenance,No,-,No,43.09,49.31
4991,26-08-2020 08:28,18.02982982,69.34591196,RD-421,151,80,Bike,Low,Fog,2968,Dry,No,-,Yes,49.26,44.79
4992,06-01-2019 04:40,19.26137196,72.5289047,RD-79,126,37,Car,Medium,Clear,658,Slippery,No,-,No,37.21,30.54
4993,07-01-2022 23:19,19.11580473,85.36733548,RD-429,477,66,Bus,Medium,Clear,2252,Under Maintenance,No,-,No,30.25,44.13
4994,27-04-2021 17:12,25.41805523,76.9205942,RD-254,48,30,Bike,High,Clear,2327,Dry,No,-,No,39.45,38.26
4995,16-05-2023 04:40,19.41933715,75.61177467,RD-386,357,68,Car,High,Fog,6419,Wet,No,-,No,22.05,66.73
4996,16-08-2020 02:19,27.5475804,95.71932207,RD-212,482,109,Mixed,Medium,Snow,1120,Slippery,No,-,No,46.92,39.99
4997,03-02-2021 21:32,22.05224952,78.61126306,RD-395,175,59,Mixed,Very High,Clear,3475,Slippery,No,-,No,23.58,61.72
4998,11-09-2019 04:43,12.57115187,84.37750264,RD-197,116,109,Truck,High,Snow,1802,Under Maintenance,No,-,Yes,29.84,65.41
4999,03-04-2020 14:52,35.50847883,83.49321437,RD-122,340,10,Truck,Low,Snow,6168,Wet,No,-,No,44.47,47.88
5000,30-05-2018 16:28,14.94597396,69.79853427,RD-339,283,71,Truck,Very High,Fog,3341,Wet,No,-,No,37.92,32.1
5001,18-04-2022 23:55,24.31162791,87.55399641,RD-226,48,95,Car,Very High,Snow,7580,Wet,No,-,No,31.81,32.24
5002,08-06-2023 08:51,9.760127091,82.87413827,RD-372,92,109,Truck,Medium,Rain,7551,Wet,No,-,Yes,34.2,31.58
5003,02-08-2019 21:18,34.64002872,79.06109639,RD-327,332,18,Bus,Low,Snow,6271,Under Maintenance,No,-,No,45.64,74.35
5004,14-04-2019 22:18,34.91188652,69.91448767,RD-86,306,117,Bus,Very High,Rain,2115,Slippery,No,-,No,30.2,49.08
5005,21-02-2021 13:44,18.57177379,76.49740556,RD-108,311,53,Mixed,High,Clear,4407,Dry,No,-,Yes,46.09,77.78
5006,30-11-2020 13:18,11.50842467,93.6387659,RD-296,442,54,Bike,Low,Rain,1930,Wet,No,-,No,22.64,55.9
5007,19-07-2018 23:40,30.32953938,73.03762983,RD-376,164,79,Car,Low,Clear,4192,Wet,No,-,No,43.3,57.18
5008,02-03-2020 16:34,15.60532761,74.36067555,RD-432,131,119,Bike,Medium,Rain,4962,Slippery,Yes,Minor,Yes,45.43,60.77
5009,21-09-2018 00:15,28.31785349,73.9535269,RD-177,32,21,Truck,Very High,Rain,1310,Dry,Yes,Major,No,25.45,72.78
5010,16-12-2021 04:32,34.53929772,93.83333976,RD-28,44,59,Car,High,Clear,1488,Dry,No,-,No,32.91,46.41
5011,26-06-2018 07:33,25.11691037,88.299869,RD-329,239,64,Truck,Very High,Fog,2180,Slippery,No,-,Yes,24.96,37.3
5012,13-04-2019 14:46,32.97588782,93.57344883,RD-136,150,50,Bike,Very High,Snow,6891,Slippery,Yes,Major,Yes,41.2,63.36
5013,03-02-2021 23:57,14.51480512,94.4986485,RD-387,391,67,Mixed,High,Rain,6126,Under Maintenance,No,-,No,36.06,49.62
5014,13-02-2022 00:55,34.40249179,94.91105852,RD-420,291,52,Bus,Very High,Storm,8660,Dry,Yes,Major,No,39.06,56.55
5015,18-06-2019 08:20,14.57269201,82.08575277,RD-60,215,66,Bus,Low,Fog,8334,Dry,No,-,No,25.89,68.82
5016,16-04-2022 15:46,14.54820327,81.81049168,RD-27,172,20,Bus,Medium,Snow,4785,Under Maintenance,Yes,Major,No,26.35,59.65
5017,05-07-2022 12:46,33.51619761,92.03876237,RD-86,434,111,Car,Medium,Fog,2738,Slippery,No,-,Yes,21.24,67.22
5018,15-02-2018 15:23,24.09220104,77.62587355,RD-238,143,69,Truck,Low,Fog,1812,Under Maintenance,No,-,No,29.66,62.65
5019,25-09-2022 17:28,31.1838068,68.64412276,RD-205,81,52,Bus,Very High,Clear,8508,Wet,Yes,Fatal,No,36.79,74.39
5020,22-06-2021 19:40,31.27217365,77.61488379,RD-244,61,58,Truck,Very High,Storm,8603,Wet,No,-,No,45.74,72.36
5021,17-07-2021 20:51,26.76187828,88.77415958,RD-155,497,66,Bus,Medium,Snow,4624,Dry,No,-,Yes,40.01,62.05
5022,05-03-2023 15:16,13.48313795,71.5848075,RD-244,62,10,Bike,Medium,Fog,6880,Slippery,Yes,Minor,Yes,33.06,70.73
5023,01-04-2023 18:52,28.07072702,90.75864488,RD-383,472,83,Mixed,High,Clear,6060,Wet,No,-,No,48.59,82.41
5024,08-03-2021 13:03,9.845405336,91.64875521,RD-486,401,37,Truck,High,Snow,8976,Slippery,No,-,No,41.58,55.94
5025,06-01-2021 14:48,13.81937334,70.92645861,RD-386,184,75,Car,High,Clear,3568,Slippery,No,-,No,47.9,54.77
5026,05-06-2018 04:42,26.64444314,70.83733931,RD-473,89,76,Bus,High,Snow,2867,Dry,No,-,Yes,35.83,75.85
5027,20-08-2021 20:23,34.32648411,73.76555225,RD-273,102,46,Bike,Medium,Fog,4122,Slippery,No,-,No,27.77,64.95
5028,15-12-2019 18:53,30.37909148,78.3352924,RD-120,73,34,Bus,Very High,Rain,7251,Slippery,No,-,No,21.58,34.26
5029,10-02-2019 20:55,17.64127499,83.44927349,RD-195,43,11,Mixed,Low,Storm,255,Slippery,No,-,No,41.78,83.53
5030,27-02-2018 19:02,31.88735164,82.08071794,RD-350,294,44,Bus,Medium,Rain,4089,Dry,Yes,Minor,No,23.64,31.85
5031,18-06-2021 00:08,36.03132148,92.74188613,RD-362,428,65,Mixed,Low,Rain,243,Under Maintenance,No,-,Yes,29.08,74.9
5032,22-01-2023 17:12,17.62655989,72.12472763,RD-200,313,113,Truck,Low,Fog,7733,Dry,Yes,Fatal,No,35.97,75.53
5033,05-05-2022 23:13,13.41793752,88.22960894,RD-243,211,18,Mixed,Very High,Clear,1741,Dry,No,-,No,36.93,87.19
5034,26-07-2022 11:08,13.72791924,83.91771097,RD-135,125,65,Bike,Very High,Storm,6758,Dry,No,-,No,38.02,33.25
5035,19-08-2021 10:05,19.60938506,89.36791987,RD-75,202,68,Bike,Low,Rain,5174,Dry,No,-,No,24.99,65.81
5036,27-03-2020 01:35,9.517378825,77.91644638,RD-272,462,59,Truck,Medium,Clear,8890,Slippery,Yes,Minor,No,31.39,55.67
5037,03-05-2022 21:04,22.14496299,81.67000923,RD-446,460,71,Car,Low,Storm,5879,Under Maintenance,No,-,Yes,38.52,49.84
5038,07-02-2023 00:16,29.23665764,68.82919669,RD-223,368,94,Bike,Very High,Fog,7713,Dry,No,-,No,49.09,35.42
5039,03-03-2019 22:38,23.38332665,71.36707136,RD-7,407,48,Truck,High,Storm,205,Under Maintenance,No,-,No,41.83,63.76
5040,08-08-2021 15:20,36.13145715,78.87487275,RD-148,183,62,Truck,Very High,Snow,4521,Under Maintenance,No,-,No,47.68,58.74
5041,03-11-2020 17:09,21.38932311,81.95638749,RD-475,36,38,Bike,Very High,Fog,9135,Wet,No,-,Yes,42.87,36.27
5042,17-09-2019 08:49,8.384506509,70.4866599,RD-409,439,98,Truck,Medium,Rain,6714,Wet,No,-,No,37.75,66.75
5043,14-03-2018 22:35,21.63360629,91.92465922,RD-230,422,98,Truck,Low,Snow,4444,Under Maintenance,No,-,No,25.76,74.28
5044,29-06-2022 03:10,34.96658254,95.43551851,RD-196,266,61,Bus,Low,Clear,1457,Dry,No,-,No,40,76.04
5045,08-01-2023 11:31,10.77997925,85.29552686,RD-348,347,33,Truck,Low,Rain,5154,Slippery,No,-,No,38.7,84.32
5046,28-02-2018 15:45,14.46605624,69.54865572,RD-162,140,41,Bike,High,Snow,5957,Wet,Yes,Fatal,Yes,38.07,54.57
5047,02-12-2023 07:08,28.75121873,89.4259605,RD-493,35,112,Bike,High,Fog,6298,Dry,No,-,No,34.69,87.18
5048,04-05-2021 21:57,16.52891988,74.29774766,RD-272,414,93,Bike,High,Snow,290,Under Maintenance,No,-,No,35.86,81.93
5049,12-01-2021 09:07,30.19198666,89.27589907,RD-350,127,72,Bus,High,Snow,2281,Dry,No,-,No,30.03,47.79
5050,30-07-2020 18:47,20.16040289,80.59603444,RD-490,289,66,Bike,High,Rain,6522,Slippery,No,-,No,35.58,39.56
5051,16-11-2021 06:25,31.08594662,69.54937303,RD-22,310,5,Truck,Very High,Snow,4444,Under Maintenance,Yes,Fatal,No,25.93,56.12
5052,15-08-2023 05:48,23.99445513,76.08371924,RD-50,125,76,Mixed,Medium,Storm,6802,Slippery,No,-,Yes,44.16,54.11
5053,08-02-2018 13:06,10.39159037,80.38386884,RD-470,248,56,Bus,Medium,Rain,7219,Dry,No,-,No,25.57,64.54
5054,28-06-2020 03:28,19.19795139,89.35125991,RD-273,221,61,Mixed,Very High,Storm,6140,Wet,Yes,Minor,No,22.55,65
5055,29-05-2018 08:06,17.66420157,71.85900917,RD-327,422,61,Car,High,Snow,6305,Under Maintenance,Yes,Major,No,33.09,75
5056,10-08-2020 06:07,31.49235469,76.32304864,RD-182,27,70,Mixed,Very High,Storm,4078,Under Maintenance,No,-,No,39.75,60.59
5057,30-03-2018 17:21,26.12147092,70.42258115,RD-490,140,85,Truck,Very High,Fog,6572,Slippery,No,-,No,33.13,36.29
5058,06-03-2023 03:44,30.54462345,85.85840265,RD-433,444,109,Bus,Very High,Fog,6392,Dry,No,-,No,28.3,81.5
5059,26-09-2020 09:36,18.79234301,81.75387347,RD-222,393,65,Bike,Low,Snow,306,Under Maintenance,No,-,Yes,36.75,48.59
5060,03-04-2022 00:02,28.06055452,94.94114342,RD-313,120,56,Bike,Medium,Storm,4491,Dry,No,-,No,30.41,88.28
5061,28-06-2018 07:08,9.891797226,89.47603709,RD-471,137,111,Mixed,Very High,Snow,3166,Dry,Yes,Minor,No,47.99,37.07
5062,12-12-2020 13:47,9.064980271,90.55873351,RD-334,123,53,Mixed,High,Fog,4560,Under Maintenance,No,-,No,47.68,87.5
5063,26-07-2020 00:19,16.33656842,72.76738469,RD-440,234,27,Mixed,Very High,Storm,559,Under Maintenance,No,-,No,35.07,35.46
5064,10-06-2022 17:24,30.43727614,75.73205309,RD-140,155,89,Truck,High,Fog,8031,Dry,No,-,No,29.84,43.86
5065,01-09-2018 05:05,23.48853683,82.88104676,RD-172,430,97,Bike,High,Storm,9535,Dry,No,-,No,42.11,32.79
5066,10-01-2023 11:30,19.85583193,68.39105053,RD-139,385,73,Car,Low,Rain,2649,Slippery,No,-,No,21.1,72.31
5067,23-11-2020 22:52,34.00240422,93.23371616,RD-137,200,100,Truck,Medium,Snow,995,Wet,Yes,Fatal,No,34.24,81.02
